Observation Order,Exam Code,Course ID,Year,Semester,Course,Subject,Exam,Class Order,ID,Gender,Exam Type,Correct,Wrong,Score
380,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,46,2706152,F,A,18,7,72
381,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,47,2706100,F,A,13,12,52
382,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,48,2443504,F,A,20,5,80
383,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,49,2479874,M,A,17,8,68
384,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,50,2706054,M,A,20,5,80
385,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,51,2581942,F,A,19,4,76
387,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,53,2581910,F,A,11,14,44
388,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,54,2626108,F,A,21,4,84
389,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,55,2626952,M,A,15,10,60
392,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,58,2310514,M,A,22,3,88
395,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,61,2830032,F,A,18,7,72
397,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,63,2403196,F,A,25,0,100
398,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,64,2705510,M,A,21,4,84
400,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,66,2581514,F,A,12,13,48
402,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,68,2306688,M,A,21,4,84
403,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,69,2306672,M,A,19,6,76
409,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,75,2705496,F,A,18,7,72
411,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,77,2748524,M,A,22,3,88
412,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,78,2625634,F,A,19,6,76
413,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,79,2748494,F,A,18,7,72
414,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,80,2585278,M,A,17,8,68
415,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,81,2306520,F,A,14,11,56
416,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,82,2705444,M,A,12,13,48
425,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,91,2346916,M,A,16,9,64
426,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,92,2439330,M,A,18,7,72
427,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,93,2705360,F,A,14,11,56
428,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,94,2363516,M,A,24,1,96
429,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,95,2625582,M,A,20,5,80
431,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,97,2624442,F,A,19,6,76
432,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,98,2581218,F,A,15,10,60
434,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,100,2310266,F,A,21,4,84
436,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,102,2822260,M,A,22,3,88
437,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,103,2344322,M,A,11,14,44
438,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,104,2705312,M,A,18,7,72
439,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,105,2306474,F,A,14,11,56
442,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,108,2624394,F,A,19,6,76
445,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,111,2748126,F,A,19,6,76
448,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,114,2588128,F,A,15,10,60
449,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,115,2624326,F,A,18,7,72
454,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,120,2587456,M,A,14,11,56
455,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,121,2346438,F,A,18,6,72
458,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,124,2748196,F,A,18,7,72
461,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,127,2479014,F,A,16,9,64
462,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,128,2748128,F,A,17,8,68
464,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,130,2750076,F,A,21,4,84
465,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,131,2480646,M,A,22,3,88
468,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,134,2624890,F,A,20,5,80
471,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,137,2750918,F,A,19,6,76
473,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,139,2439894,F,A,18,7,72
474,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,140,2310646,F,A,18,7,72
475,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,141,2713696,F,A,18,7,72
478,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,144,2248622,F,A,18,7,72
479,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,145,2500346,F,A,10,15,40
481,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,147,2624244,M,A,18,7,72
483,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,149,2625286,F,A,13,12,52
485,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,151,2705114,F,A,18,7,72
486,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,152,2441160,F,A,9,16,36
487,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,153,2705080,F,A,9,16,36
489,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,155,2898806,F,A,20,5,80
490,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,156,2300516,M,A,18,7,72
491,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,157,2708908,F,A,17,8,68
493,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,159,2580754,F,A,11,14,44
500,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,166,2438670,F,A,19,6,76
502,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,168,2821752,M,A,20,4,80
503,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,169,2625154,M,A,13,12,52
504,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,170,2704916,F,A,17,8,68
505,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,171,2704882,F,A,17,7,68
507,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,173,2668996,M,A,17,7,68
508,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,174,2624160,F,A,15,8,60
510,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,176,2305880,F,A,19,5,76
512,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,1,2704782,F,A,8,17,32
515,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,4,2713644,F,A,14,11,56
516,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,5,2705906,F,A,8,17,32
519,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,8,2822806,M,A,11,14,44
520,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,9,2707226,F,A,11,13,44
521,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,10,2822790,F,A,9,16,36
522,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,11,2214418,M,A,17,8,68
523,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,12,2344802,F,A,16,9,64
525,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,14,2748806,F,A,18,7,72
531,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,20,2646420,M,A,20,5,80
532,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,21,2648682,F,A,11,14,44
533,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,22,2344688,M,A,9,16,36
534,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,23,2581728,F,A,12,13,48
535,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,24,2705808,M,A,10,14,40
537,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,26,2624640,M,A,12,13,48
538,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,27,2436888,F,A,11,14,44
540,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,29,2705708,M,A,12,13,48
543,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,32,2581698,M,A,9,16,36
544,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,33,2624576,M,A,5,20,20
547,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,36,2750206,M,A,19,6,76
549,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,38,2706200,F,A,10,15,40
550,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,39,2706184,F,A,11,14,44
551,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,40,2750190,F,A,13,12,52
553,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,42,2581630,F,A,16,9,64
555,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,44,2403212,F,A,11,14,44
556,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,45,2900292,F,A,21,4,84
557,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,46,2749764,M,A,20,5,80
558,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,47,2706152,F,A,15,10,60
559,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,48,2706100,F,A,11,14,44
562,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,51,2706054,M,A,12,13,48
564,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,53,2480662,M,A,13,12,52
568,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,57,2478484,M,A,12,13,48
569,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,58,2310514,M,A,14,11,56
570,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,59,2900208,F,A,13,12,52
571,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,60,2305880,M,A,13,12,52
572,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,61,2705578,F,A,9,16,36
581,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,70,2306672,F,A,13,12,52
585,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,74,2217258,F,A,11,14,44
586,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,75,2705496,F,A,15,10,60
589,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,78,2750538,F,A,10,15,40
590,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,79,2748494,F,A,17,8,68
591,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,80,2625634,F,A,9,16,36
593,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,82,2585278,M,A,14,11,56
594,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,83,2306520,F,A,15,10,60
598,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,87,2439330,M,A,18,7,72
602,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,91,2478780,M,A,10,15,40
603,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,92,2695626,F,A,21,4,84
605,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,94,2363516,M,A,21,4,84
606,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,95,2625582,F,A,8,17,32
610,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,99,2581218,F,A,9,16,36
612,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,101,2574382,F,A,21,4,84
613,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,102,2624426,M,A,21,4,84
615,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,104,2344322,M,A,4,20,16
617,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,106,2306474,F,A,17,8,68
618,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,107,2625518,M,A,18,7,72
619,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,108,2709320,F,A,12,13,48
625,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,114,2624342,M,A,18,7,72
626,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,115,2478102,F,A,17,8,68
628,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,117,2624326,F,A,18,7,72
630,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,119,2306406,F,A,8,12,32
631,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,120,2581052,F,A,12,13,48
632,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,121,2705428,F,A,9,16,36
634,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,123,2479098,F,A,8,17,32
635,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,124,2748228,F,A,8,17,32
636,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,125,2748196,F,A,10,15,40
638,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,127,2478056,M,A,12,13,48
639,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,128,2479014,M,A,12,13,48
640,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,129,2748128,F,A,12,13,48
644,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,133,2480646,F,A,18,7,72
647,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,136,2580900,F,A,9,16,36
648,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,137,2624890,M,A,16,9,64
649,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,138,2705958,F,A,10,15,40
652,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,141,1426262,M,A,12,13,48
658,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,147,2625930,M,A,12,13,48
659,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,148,2713696,F,A,6,19,24
660,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,149,2500346,F,A,8,17,32
663,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,152,2310084,F,A,22,3,88
665,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,154,2705114,F,A,12,13,48
667,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,156,2821950,M,A,13,12,52
669,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,158,2300516,M,A,15,10,60
670,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,159,2708908,F,A,18,7,72
671,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,160,2705032,F,A,7,18,28
672,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,161,2580754,F,A,6,19,24
673,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,162,2624030,F,A,12,13,48
675,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,164,2692520,F,A,7,18,28
678,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,167,2250500,M,A,12,13,48
682,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,171,2625154,M,A,11,14,44
683,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,172,2704916,F,A,9,16,36
685,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,174,2250486,M,A,15,10,60
688,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,1,2719866,M,A,17,8,68
689,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,2,2719850,F,A,14,11,56
690,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,3,2719834,F,A,19,6,76
691,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,4,2719818,M,A,16,9,64
693,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,6,2595556,M,A,11,14,44
695,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,8,2719750,M,A,15,10,60
697,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,10,2719718,M,A,19,6,76
699,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,12,2449644,F,A,13,12,52
701,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,14,2449066,M,A,11,14,44
702,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,15,2719668,F,A,20,5,80
709,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,22,2719636,F,A,15,10,60
711,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,24,2838182,F,A,19,6,76
712,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,25,2596032,M,A,11,14,44
714,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,27,2719568,M,A,19,6,76
715,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,28,2719552,M,A,7,17,28
716,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,29,2719536,M,A,20,5,80
718,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,31,2719470,F,A,13,12,52
719,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,32,2719486,M,A,16,9,64
721,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,34,2719438,F,A,16,9,64
722,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,35,2719402,M,A,18,7,72
723,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,36,2719386,M,A,18,7,72
724,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,37,2595208,F,A,11,14,44
727,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,40,2720096,F,A,15,10,60
728,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,41,2720060,F,A,13,12,52
731,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,44,2837972,F,A,9,16,36
732,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,45,2720012,F,A,17,8,68
733,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,46,2720126,F,A,19,6,76
734,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,47,2595786,M,A,18,7,72
735,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,48,2768110,F,A,10,15,40
736,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,49,2719964,F,A,16,9,64
738,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,51,2719338,F,A,12,13,48
739,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,52,2719288,M,A,18,7,72
740,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,53,2595192,M,A,12,13,48
